Book,Reference Book,count,total,percentage_of_book
1 Chronicles,Psalms,332,3290,10.091185410334347
1 Chronicles,2 Samuel,281,3290,8.541033434650457
1 Chronicles,Genesis,201,3290,6.109422492401216
1 Chronicles,Numbers,201,3290,6.109422492401216
1 Chronicles,1 Samuel,160,3290,4.86322188449848
1 Chronicles,1 Kings,145,3290,4.407294832826747
1 Chronicles,Joshua,143,3290,4.346504559270517
1 Chronicles,Exodus,122,3290,3.708206686930091
1 Chronicles,Isaiah,106,3290,3.221884498480243
1 Chronicles,2 Chronicles,103,3290,3.1306990881458967
1 Chronicles,Deuteronomy,86,3290,2.613981762917933
1 Chronicles,2 Kings,67,3290,2.0364741641337383
1 Chronicles,Judges,52,3290,1.5805471124620063
1 Chronicles,Nehemiah,51,3290,1.5501519756838906
1 Chronicles,Revelation,43,3290,1.3069908814589666
1 Chronicles,Proverbs,43,3290,1.3069908814589666
1 Chronicles,Matthew,40,3290,1.21580547112462
1 Chronicles,Leviticus,40,3290,1.21580547112462
1 Chronicles,Ezra,37,3290,1.1246200607902737
1 Chronicles,Jeremiah,35,3290,1.0638297872340425
1 Chronicles,Hebrews,34,3290,1.033434650455927
1 Chronicles,1 Corinthians,30,3290,0.911854103343465
1 Chronicles,Romans,28,3290,0.851063829787234
1 Chronicles,Ezekiel,28,3290,0.851063829787234
1 Chronicles,Luke,26,3290,0.7902735562310031
1 Chronicles,Acts,26,3290,0.7902735562310031
1 Chronicles,Job,19,3290,0.5775075987841946
1 Chronicles,John,15,3290,0.4559270516717325
1 Chronicles,Zechariah,14,3290,0.425531914893617
1 Chronicles,Philippians,14,3290,0.425531914893617
1 Chronicles,Daniel,13,3290,0.3951367781155016
1 Chronicles,Haggai,13,3290,0.3951367781155016
1 Chronicles,1 Peter,11,3290,0.3343465045592705
1 Chronicles,2 Corinthians,11,3290,0.3343465045592705
1 Chronicles,Ephesians,11,3290,0.3343465045592705
1 Chronicles,Ruth,8,3290,0.24316109422492402
1 Chronicles,1 Timothy,7,3290,0.2127659574468085
1 Chronicles,Micah,6,3290,0.182370820668693
1 Chronicles,Colossians,6,3290,0.182370820668693
1 Chronicles,Song Of Solomon,6,3290,0.182370820668693
1 Chronicles,Ecclesiastes,6,3290,0.182370820668693
1 Chronicles,Hosea,6,3290,0.182370820668693
1 Chronicles,Amos,6,3290,0.182370820668693
1 Chronicles,Lamentations,5,3290,0.1519756838905775
1 Chronicles,Esther,5,3290,0.1519756838905775
1 Chronicles,Galatians,5,3290,0.1519756838905775
1 Chronicles,2 Timothy,4,3290,0.12158054711246201
1 Chronicles,James,4,3290,0.12158054711246201
1 Chronicles,Titus,4,3290,0.12158054711246201
1 Chronicles,Habakkuk,2,3290,0.060790273556231005
1 Chronicles,Malachi,2,3290,0.060790273556231005
1 Chronicles,Jude,1,3290,0.030395136778115502
1 Chronicles,Mark,1,3290,0.030395136778115502
1 Chronicles,1 Thessalonians,1,3290,0.030395136778115502
1 Chronicles,Jonah,1,3290,0.030395136778115502
1 Corinthians,Romans,299,3630,8.236914600550964
1 Corinthians,Acts,261,3630,7.190082644628099
1 Corinthians,2 Corinthians,253,3630,6.969696969696971
1 Corinthians,Matthew,157,3630,4.325068870523416
1 Corinthians,Ephesians,157,3630,4.325068870523416
1 Corinthians,John,150,3630,4.132231404958678
1 Corinthians,Psalms,125,3630,3.443526170798898
1 Corinthians,Galatians,104,3630,2.8650137741046833
1 Corinthians,1 Peter,99,3630,2.727272727272727
1 Corinthians,Hebrews,98,3630,2.6997245179063363
1 Corinthians,Isaiah,95,3630,2.6170798898071626
1 Corinthians,1 Thessalonians,78,3630,2.1487603305785123
1 Corinthians,Philippians,71,3630,1.955922865013774
1 Corinthians,Colossians,71,3630,1.955922865013774
1 Corinthians,Luke,67,3630,1.8457300275482096
1 Corinthians,Revelation,66,3630,1.8181818181818181
1 Corinthians,1 Timothy,61,3630,1.6804407713498621
1 Corinthians,2 Timothy,54,3630,1.487603305785124
1 Corinthians,1 John,52,3630,1.4325068870523416
1 Corinthians,Deuteronomy,49,3630,1.3498622589531681
1 Corinthians,Numbers,46,3630,1.2672176308539946
1 Corinthians,Jeremiah,45,3630,1.2396694214876034
1 Corinthians,Exodus,42,3630,1.1570247933884297
1 Corinthians,Proverbs,41,3630,1.1294765840220387
1 Corinthians,Genesis,40,3630,1.1019283746556474
1 Corinthians,2 Peter,39,3630,1.0743801652892562
1 Corinthians,2 Thessalonians,34,3630,0.9366391184573003
1 Corinthians,James,27,3630,0.743801652892562
1 Corinthians,Job,25,3630,0.6887052341597797
1 Corinthians,Titus,20,3630,0.5509641873278237
1 Corinthians,Mark,18,3630,0.49586776859504134
1 Corinthians,Leviticus,17,3630,0.46831955922865015
1 Corinthians,Daniel,15,3630,0.4132231404958678
1 Corinthians,Jude,13,3630,0.3581267217630854
1 Corinthians,Hosea,10,3630,0.27548209366391185
1 Corinthians,Nehemiah,10,3630,0.27548209366391185
1 Corinthians,Zechariah,9,3630,0.24793388429752067
1 Corinthians,1 Samuel,8,3630,0.22038567493112945
1 Corinthians,Ecclesiastes,8,3630,0.22038567493112945
1 Corinthians,Malachi,8,3630,0.22038567493112945
1 Corinthians,Ezekiel,7,3630,0.1928374655647383
1 Corinthians,Joel,7,3630,0.1928374655647383
1 Corinthians,Amos,6,3630,0.1652892561983471
1 Corinthians,Ezra,6,3630,0.1652892561983471
1 Corinthians,Zephaniah,5,3630,0.13774104683195593
1 Corinthians,Philemon,4,3630,0.11019283746556473
1 Corinthians,2 Chronicles,4,3630,0.11019283746556473
1 Corinthians,3 John,3,3630,0.08264462809917356
1 Corinthians,2 John,3,3630,0.08264462809917356
1 Corinthians,2 Samuel,3,3630,0.08264462809917356
1 Corinthians,1 Kings,2,3630,0.055096418732782364
1 Corinthians,2 Kings,2,3630,0.055096418732782364
1 Corinthians,Song Of Solomon,2,3630,0.055096418732782364
1 Corinthians,1 Chronicles,2,3630,0.055096418732782364
1 Corinthians,Jonah,2,3630,0.055096418732782364
1 Corinthians,Lamentations,2,3630,0.055096418732782364
1 Corinthians,Joshua,1,3630,0.027548209366391182
1 Corinthians,Esther,1,3630,0.027548209366391182
1 Corinthians,Habakkuk,1,3630,0.027548209366391182
1 Corinthians,Ruth,1,3630,0.027548209366391182
1 Corinthians,Nahum,1,3630,0.027548209366391182
1 Corinthians,Judges,1,3630,0.027548209366391182
1 John,John,286,1414,20.226308345120223
1 John,Romans,78,1414,5.516265912305516
1 John,Psalms,61,1414,4.3140028288543135
1 John,Matthew,58,1414,4.101838755304102
1 John,1 Peter,56,1414,3.9603960396039604
1 John,Ephesians,45,1414,3.182461103253183
1 John,Hebrews,42,1414,2.9702970297029703
1 John,1 Corinthians,39,1414,2.758132956152758
1 John,Acts,34,1414,2.4045261669024045
1 John,2 Corinthians,32,1414,2.263083451202263
1 John,2 Peter,29,1414,2.050919377652051
1 John,Colossians,28,1414,1.9801980198019802
1 John,James,27,1414,1.9094766619519095
1 John,Galatians,27,1414,1.9094766619519095
1 John,Isaiah,27,1414,1.9094766619519095
1 John,Revelation,26,1414,1.8387553041018387
1 John,Titus,23,1414,1.6265912305516266
1 John,Jeremiah,19,1414,1.3437057991513437
1 John,Luke,19,1414,1.3437057991513437
1 John,2 Timothy,17,1414,1.2022630834512023
1 John,Proverbs,15,1414,1.0608203677510608
1 John,Job,15,1414,1.0608203677510608
1 John,Deuteronomy,14,1414,0.9900990099009901
1 John,2 John,13,1414,0.9193776520509194
1 John,1 Timothy,12,1414,0.8486562942008486
1 John,Philippians,11,1414,0.7779349363507779
1 John,Exodus,8,1414,0.5657708628005658
1 John,Jude,8,1414,0.5657708628005658
1 John,1 Thessalonians,8,1414,0.5657708628005658
1 John,Ezekiel,7,1414,0.49504950495049505
1 John,2 Thessalonians,6,1414,0.4243281471004243
1 John,Mark,6,1414,0.4243281471004243
1 John,Leviticus,6,1414,0.4243281471004243
1 John,Zechariah,4,1414,0.2828854314002829
1 John,Habakkuk,4,1414,0.2828854314002829
1 John,Genesis,4,1414,0.2828854314002829
1 John,3 John,4,1414,0.2828854314002829
1 John,Micah,3,1414,0.21216407355021216
1 John,Haggai,2,1414,0.14144271570014144
1 John,1 Kings,2,1414,0.14144271570014144
1 John,Esther,1,1414,0.07072135785007072
1 John,Numbers,1,1414,0.07072135785007072
1 John,Ecclesiastes,1,1414,0.07072135785007072
1 John,2 Chronicles,1,1414,0.07072135785007072
1 John,Daniel,1,1414,0.07072135785007072
1 John,1 Samuel,1,1414,0.07072135785007072
1 Kings,Psalms,370,5232,7.071865443425077
1 Kings,2 Chronicles,355,5232,6.785168195718655
1 Kings,2 Kings,308,5232,5.886850152905199
1 Kings,2 Samuel,266,5232,5.084097859327217
1 Kings,Deuteronomy,196,5232,3.746177370030581
1 Kings,Exodus,181,5232,3.4594801223241594
1 Kings,Proverbs,176,5232,3.3639143730886847
1 Kings,Isaiah,170,5232,3.249235474006116
1 Kings,Jeremiah,167,5232,3.191896024464832
1 Kings,Genesis,150,5232,2.86697247706422
1 Kings,1 Chronicles,146,5232,2.790519877675841
1 Kings,1 Samuel,142,5232,2.7140672782874615
1 Kings,Joshua,131,5232,2.503822629969419
1 Kings,Judges,111,5232,2.1215596330275233
1 Kings,Matthew,88,5232,1.6819571865443423
1 Kings,Ezekiel,77,5232,1.4717125382262997
1 Kings,Acts,73,5232,1.3952599388379205
1 Kings,Numbers,73,5232,1.3952599388379205
1 Kings,John,69,5232,1.3188073394495414
1 Kings,Job,63,5232,1.2041284403669725
1 Kings,Leviticus,62,5232,1.1850152905198776
1 Kings,Luke,59,5232,1.1276758409785932
1 Kings,Romans,51,5232,0.974770642201835
1 Kings,Daniel,45,5232,0.8600917431192661
1 Kings,Hebrews,45,5232,0.8600917431192661
1 Kings,Revelation,45,5232,0.8600917431192661
1 Kings,Ecclesiastes,40,5232,0.764525993883792
1 Kings,Hosea,39,5232,0.7454128440366973
1 Kings,1 Corinthians,39,5232,0.7454128440366973
1 Kings,Amos,31,5232,0.5925076452599388
1 Kings,2 Corinthians,23,5232,0.4396024464831804
1 Kings,Nehemiah,21,5232,0.40137614678899086
1 Kings,Ezra,21,5232,0.40137614678899086
1 Kings,1 Timothy,21,5232,0.40137614678899086
1 Kings,James,20,5232,0.382262996941896
1 Kings,Philippians,19,5232,0.36314984709480125
1 Kings,Ephesians,18,5232,0.34403669724770647
1 Kings,Zechariah,18,5232,0.34403669724770647
1 Kings,Esther,16,5232,0.3058103975535168
1 Kings,Micah,16,5232,0.3058103975535168
1 Kings,1 Peter,16,5232,0.3058103975535168
1 Kings,1 John,14,5232,0.2675840978593272
1 Kings,Ruth,13,5232,0.2484709480122324
1 Kings,Colossians,12,5232,0.22935779816513763
1 Kings,Mark,11,5232,0.2102446483180428
1 Kings,Habakkuk,11,5232,0.2102446483180428
1 Kings,Malachi,9,5232,0.17201834862385323
1 Kings,Lamentations,9,5232,0.17201834862385323
1 Kings,2 Peter,9,5232,0.17201834862385323
1 Kings,2 Timothy,9,5232,0.17201834862385323
1 Kings,Song Of Solomon,9,5232,0.17201834862385323
1 Kings,Galatians,7,5232,0.1337920489296636
1 Kings,Jonah,6,5232,0.11467889908256881
1 Kings,1 Thessalonians,5,5232,0.095565749235474
1 Kings,Joel,5,5232,0.095565749235474
1 Kings,Titus,4,5232,0.0764525993883792
1 Kings,2 Thessalonians,4,5232,0.0764525993883792
1 Kings,Haggai,3,5232,0.05733944954128441
1 Kings,2 John,1,5232,0.0191131498470948
1 Kings,Jude,1,5232,0.0191131498470948
1 Kings,Zephaniah,1,5232,0.0191131498470948
1 Kings,Obadiah,1,5232,0.0191131498470948
1 Kings,Philemon,1,5232,0.0191131498470948
1 Kings,Nahum,1,5232,0.0191131498470948
1 Peter,Romans,149,1684,8.847980997624703
1 Peter,Ephesians,110,1684,6.532066508313539
1 Peter,Acts,102,1684,6.0570071258907365
1 Peter,Hebrews,100,1684,5.938242280285035
1 Peter,Matthew,86,1684,5.10688836104513
1 Peter,1 Corinthians,71,1684,4.216152019002376
1 Peter,John,68,1684,4.038004750593824
1 Peter,Psalms,67,1684,3.978622327790974
1 Peter,Isaiah,63,1684,3.7410926365795723
1 Peter,Luke,47,1684,2.7909738717339665
1 Peter,Revelation,47,1684,2.7909738717339665
1 Peter,Philippians,46,1684,2.7315914489311166
1 Peter,2 Corinthians,45,1684,2.672209026128266
1 Peter,Titus,39,1684,2.315914489311164
1 Peter,Galatians,35,1684,2.0783847980997625
1 Peter,2 Timothy,35,1684,2.0783847980997625
1 Peter,James,35,1684,2.0783847980997625
1 Peter,2 Peter,34,1684,2.019002375296912
1 Peter,Colossians,32,1684,1.9002375296912115
1 Peter,1 John,31,1684,1.840855106888361
1 Peter,1 Timothy,29,1684,1.72209026128266
1 Peter,1 Thessalonians,28,1684,1.66270783847981
1 Peter,Proverbs,26,1684,1.5439429928741093
1 Peter,Jeremiah,18,1684,1.0688836104513064
1 Peter,Daniel,18,1684,1.0688836104513064
1 Peter,Genesis,17,1684,1.009501187648456
1 Peter,Job,16,1684,0.9501187648456058
1 Peter,Ezekiel,14,1684,0.831353919239905
1 Peter,Exodus,14,1684,0.831353919239905
1 Peter,Deuteronomy,14,1684,0.831353919239905
1 Peter,Zechariah,12,1684,0.7125890736342043
1 Peter,2 Thessalonians,9,1684,0.5344418052256532
1 Peter,Jude,9,1684,0.5344418052256532
1 Peter,1 Samuel,6,1684,0.35629453681710216
1 Peter,Leviticus,6,1684,0.35629453681710216
1 Peter,Malachi,5,1684,0.29691211401425177
1 Peter,Hosea,4,1684,0.23752969121140144
1 Peter,Mark,4,1684,0.23752969121140144
1 Peter,Micah,3,1684,0.17814726840855108
1 Peter,Philemon,3,1684,0.17814726840855108
1 Peter,Habakkuk,2,1684,0.11876484560570072
1 Peter,Haggai,2,1684,0.11876484560570072
1 Peter,1 Chronicles,2,1684,0.11876484560570072
1 Peter,Ecclesiastes,2,1684,0.11876484560570072
1 Peter,Amos,2,1684,0.11876484560570072
1 Peter,2 John,2,1684,0.11876484560570072
1 Peter,3 John,2,1684,0.11876484560570072
1 Peter,1 Kings,1,1684,0.05938242280285036
1 Peter,Joel,1,1684,0.05938242280285036
1 Peter,2 Kings,1,1684,0.05938242280285036
1 Peter,Zephaniah,1,1684,0.05938242280285036
1 Peter,2 Chronicles,1,1684,0.05938242280285036
1 Peter,Song Of Solomon,1,1684,0.05938242280285036
1 Peter,Nehemiah,1,1684,0.05938242280285036
1 Peter,Ezra,1,1684,0.05938242280285036
1 Samuel,Psalms,411,4733,8.683710120431016
1 Samuel,Judges,273,4733,5.768011831819142
1 Samuel,2 Samuel,228,4733,4.817240650750053
1 Samuel,Genesis,205,4733,4.331290935981407
1 Samuel,Joshua,203,4733,4.289034439045003
1 Samuel,Exodus,182,4733,3.8453412212127613
1 Samuel,Proverbs,171,4733,3.6129304880625392
1 Samuel,Isaiah,166,4733,3.5072892457215294
1 Samuel,Deuteronomy,138,4733,2.9156982886118743
1 Samuel,Numbers,112,4733,2.3663638284386224
1 Samuel,Matthew,106,4733,2.2395943376294105
1 Samuel,Jeremiah,95,4733,2.007183604479189
1 Samuel,1 Kings,93,4733,1.9649271075427848
1 Samuel,1 Chronicles,81,4733,1.711388125924361
1 Samuel,Job,78,4733,1.648003380519755
1 Samuel,2 Kings,75,4733,1.5846186351151488
1 Samuel,Luke,72,4733,1.521233889710543
1 Samuel,Leviticus,69,4733,1.4578491443059372
1 Samuel,Acts,62,4733,1.3099514050285233
1 Samuel,Romans,55,4733,1.1620536657511091
1 Samuel,Hosea,47,4733,0.9930276780054934
1 Samuel,2 Corinthians,38,4733,0.8028734417916754
1 Samuel,Hebrews,36,4733,0.7606169448552715
1 Samuel,John,35,4733,0.7394886963870695
1 Samuel,Revelation,35,4733,0.7394886963870695
1 Samuel,Ruth,33,4733,0.6972321994506655
1 Samuel,2 Chronicles,31,4733,0.6549757025142616
1 Samuel,Ezekiel,31,4733,0.6549757025142616
1 Samuel,Ecclesiastes,28,4733,0.5915909571096556
1 Samuel,Daniel,26,4733,0.5493344601732516
1 Samuel,Nehemiah,23,4733,0.4859497147686457
1 Samuel,Amos,21,4733,0.4436932178322417
1 Samuel,Philippians,20,4733,0.42256496936403976
1 Samuel,Zechariah,19,4733,0.4014367208958377
1 Samuel,Micah,19,4733,0.4014367208958377
1 Samuel,Ephesians,19,4733,0.4014367208958377
1 Samuel,1 Corinthians,18,4733,0.38030847242763577
1 Samuel,Esther,17,4733,0.3591802239594338
1 Samuel,1 Thessalonians,14,4733,0.2957954785548278
1 Samuel,Colossians,13,4733,0.2746672300866258
1 Samuel,James,13,4733,0.2746672300866258
1 Samuel,2 Timothy,11,4733,0.23241073315022187
1 Samuel,Lamentations,11,4733,0.23241073315022187
1 Samuel,1 Timothy,10,4733,0.21128248468201988
1 Samuel,Mark,10,4733,0.21128248468201988
1 Samuel,Habakkuk,8,4733,0.1690259877456159
1 Samuel,Ezra,8,4733,0.1690259877456159
1 Samuel,Malachi,8,4733,0.1690259877456159
1 Samuel,Galatians,7,4733,0.1478977392774139
1 Samuel,1 Peter,7,4733,0.1478977392774139
1 Samuel,1 John,7,4733,0.1478977392774139
1 Samuel,Zephaniah,5,4733,0.10564124234100994
1 Samuel,Joel,5,4733,0.10564124234100994
1 Samuel,2 Thessalonians,4,4733,0.08451299387280795
1 Samuel,Song Of Solomon,4,4733,0.08451299387280795
1 Samuel,Titus,3,4733,0.06338474540460595
1 Samuel,3 John,3,4733,0.06338474540460595
1 Samuel,2 Peter,3,4733,0.06338474540460595
1 Samuel,Jude,2,4733,0.04225649693640397
1 Samuel,Jonah,1,4733,0.021128248468201986
1 Samuel,Obadiah,1,4733,0.021128248468201986
1 Thessalonians,1 Corinthians,104,1043,9.971236816874402
1 Thessalonians,Acts,78,1043,7.478427612655801
1 Thessalonians,Romans,76,1043,7.28667305848514
1 Thessalonians,2 Corinthians,73,1043,6.999041227229147
1 Thessalonians,Ephesians,49,1043,4.697986577181208
1 Thessalonians,2 Thessalonians,48,1043,4.6021093000958775
1 Thessalonians,Matthew,43,1043,4.1227229146692235
1 Thessalonians,Philippians,43,1043,4.1227229146692235
1 Thessalonians,Hebrews,35,1043,3.3557046979865772
1 Thessalonians,Colossians,35,1043,3.3557046979865772
1 Thessalonians,John,33,1043,3.1639501438159154
1 Thessalonians,1 Peter,32,1043,3.0680728667305845
1 Thessalonians,Galatians,29,1043,2.7804410354745923
1 Thessalonians,Luke,28,1043,2.684563758389262
1 Thessalonians,Revelation,28,1043,2.684563758389262
1 Thessalonians,Isaiah,24,1043,2.3010546500479387
1 Thessalonians,2 Timothy,23,1043,2.205177372962608
1 Thessalonians,1 John,19,1043,1.821668264621285
1 Thessalonians,2 Peter,18,1043,1.725790987535954
1 Thessalonians,Psalms,15,1043,1.4381591562799616
1 Thessalonians,1 Timothy,12,1043,1.1505273250239694
1 Thessalonians,Proverbs,10,1043,0.9587727708533078
1 Thessalonians,Titus,9,1043,0.862895493767977
1 Thessalonians,Jude,9,1043,0.862895493767977
1 Thessalonians,James,9,1043,0.862895493767977
1 Thessalonians,Leviticus,8,1043,0.7670182166826461
1 Thessalonians,Jeremiah,7,1043,0.6711409395973155
1 Thessalonians,Mark,6,1043,0.5752636625119847
1 Thessalonians,Ezekiel,6,1043,0.5752636625119847
1 Thessalonians,Genesis,5,1043,0.4793863854266539
1 Thessalonians,1 Kings,5,1043,0.4793863854266539
1 Thessalonians,Exodus,4,1043,0.38350910834132307
1 Thessalonians,Numbers,2,1043,0.19175455417066153
1 Thessalonians,Hosea,2,1043,0.19175455417066153
1 Thessalonians,Job,2,1043,0.19175455417066153
1 Thessalonians,Philemon,2,1043,0.19175455417066153
1 Thessalonians,Deuteronomy,2,1043,0.19175455417066153
1 Thessalonians,1 Samuel,2,1043,0.19175455417066153
1 Thessalonians,2 Kings,2,1043,0.19175455417066153
1 Thessalonians,Ezra,1,1043,0.09587727708533077
1 Thessalonians,2 John,1,1043,0.09587727708533077
1 Thessalonians,Zechariah,1,1043,0.09587727708533077
1 Thessalonians,2 Samuel,1,1043,0.09587727708533077
1 Timothy,2 Timothy,97,1320,7.348484848484849
1 Timothy,Titus,78,1320,5.909090909090909
1 Timothy,Acts,76,1320,5.757575757575758
1 Timothy,Romans,65,1320,4.924242424242424
1 Timothy,1 Corinthians,62,1320,4.696969696969696
1 Timothy,Psalms,52,1320,3.939393939393939
1 Timothy,Matthew,49,1320,3.7121212121212124
1 Timothy,Revelation,49,1320,3.7121212121212124
1 Timothy,Galatians,45,1320,3.4090909090909087
1 Timothy,Philippians,42,1320,3.1818181818181817
1 Timothy,Hebrews,42,1320,3.1818181818181817
1 Timothy,Isaiah,42,1320,3.1818181818181817
1 Timothy,Ephesians,39,1320,2.9545454545454546
1 Timothy,Proverbs,35,1320,2.6515151515151514
1 Timothy,2 Corinthians,32,1320,2.4242424242424243
1 Timothy,John,28,1320,2.1212121212121215
1 Timothy,1 Peter,27,1320,2.0454545454545454
1 Timothy,Luke,26,1320,1.9696969696969695
1 Timothy,Deuteronomy,25,1320,1.893939393939394
1 Timothy,Genesis,25,1320,1.893939393939394
1 Timothy,1 Thessalonians,22,1320,1.6666666666666667
1 Timothy,1 John,21,1320,1.5909090909090908
1 Timothy,2 Peter,20,1320,1.5151515151515151
1 Timothy,Colossians,20,1320,1.5151515151515151
1 Timothy,2 Thessalonians,14,1320,1.0606060606060608
1 Timothy,Jude,13,1320,0.9848484848484848
1 Timothy,James,11,1320,0.8333333333333334
1 Timothy,Jeremiah,11,1320,0.8333333333333334
1 Timothy,Leviticus,9,1320,0.6818181818181818
1 Timothy,Ezekiel,8,1320,0.6060606060606061
1 Timothy,Daniel,7,1320,0.5303030303030304
1 Timothy,Ecclesiastes,7,1320,0.5303030303030304
1 Timothy,Hosea,6,1320,0.45454545454545453
1 Timothy,Exodus,5,1320,0.3787878787878788
1 Timothy,2 Kings,5,1320,0.3787878787878788
1 Timothy,1 Samuel,5,1320,0.3787878787878788
1 Timothy,Mark,5,1320,0.3787878787878788
1 Timothy,2 John,5,1320,0.3787878787878788
1 Timothy,Job,5,1320,0.3787878787878788
1 Timothy,Philemon,3,1320,0.22727272727272727
1 Timothy,3 John,3,1320,0.22727272727272727
1 Timothy,2 Chronicles,3,1320,0.22727272727272727
1 Timothy,Joshua,3,1320,0.22727272727272727
1 Timothy,Zechariah,2,1320,0.15151515151515152
1 Timothy,Nehemiah,2,1320,0.15151515151515152
1 Timothy,Malachi,2,1320,0.15151515151515152
1 Timothy,Amos,2,1320,0.15151515151515152
1 Timothy,Ruth,2,1320,0.15151515151515152
1 Timothy,Zephaniah,1,1320,0.07575757575757576
1 Timothy,Micah,1,1320,0.07575757575757576
1 Timothy,Ezra,1,1320,0.07575757575757576
1 Timothy,Numbers,1,1320,0.07575757575757576
1 Timothy,1 Chronicles,1,1320,0.07575757575757576
1 Timothy,1 Kings,1,1320,0.07575757575757576
2 Chronicles,1 Kings,486,4563,10.650887573964498
2 Chronicles,Psalms,350,4563,7.670392285776901
2 Chronicles,2 Kings,315,4563,6.903353057199212
2 Chronicles,1 Chronicles,261,4563,5.719921104536489
2 Chronicles,Isaiah,205,4563,4.492658338812185
2 Chronicles,Deuteronomy,197,4563,4.317335086565856
2 Chronicles,Jeremiah,177,4563,3.879026955950033
2 Chronicles,Exodus,143,4563,3.133903133903134
2 Chronicles,Proverbs,134,4563,2.9366644751260136
2 Chronicles,Leviticus,100,4563,2.1915406530791146
2 Chronicles,Genesis,94,4563,2.0600482138943677
2 Chronicles,2 Samuel,89,4563,1.950471181240412
2 Chronicles,Numbers,81,4563,1.7751479289940828
2 Chronicles,Joshua,80,4563,1.7532325224632919
2 Chronicles,1 Samuel,65,4563,1.4245014245014245
2 Chronicles,Judges,62,4563,1.358755204909051
2 Chronicles,Revelation,58,4563,1.2710935787858864
2 Chronicles,Matthew,58,4563,1.2710935787858864
2 Chronicles,Nehemiah,53,4563,1.1615165461319308
2 Chronicles,Ezekiel,50,4563,1.0957703265395573
2 Chronicles,Job,37,4563,0.8108700416392725
2 Chronicles,Daniel,37,4563,0.8108700416392725
2 Chronicles,Acts,31,4563,0.6793776024545255
2 Chronicles,Hosea,31,4563,0.6793776024545255
2 Chronicles,Ezra,31,4563,0.6793776024545255
2 Chronicles,Hebrews,30,4563,0.6574621959237344
2 Chronicles,Romans,29,4563,0.6355467893929432
2 Chronicles,2 Corinthians,28,4563,0.6136313828621521
2 Chronicles,Ecclesiastes,26,4563,0.5698005698005698
2 Chronicles,Zechariah,25,4563,0.5478851632697787
2 Chronicles,John,25,4563,0.5478851632697787
2 Chronicles,Micah,24,4563,0.5259697567389875
2 Chronicles,1 Corinthians,23,4563,0.5040543502081963
2 Chronicles,Luke,18,4563,0.39447731755424065
2 Chronicles,2 Timothy,16,4563,0.35064650449265833
2 Chronicles,James,15,4563,0.3287310979618672
2 Chronicles,Amos,14,4563,0.30681569143107607
2 Chronicles,Ephesians,13,4563,0.2849002849002849
2 Chronicles,1 John,11,4563,0.24106947183870261
2 Chronicles,Joel,11,4563,0.24106947183870261
2 Chronicles,Mark,11,4563,0.24106947183870261
2 Chronicles,1 Timothy,10,4563,0.21915406530791148
2 Chronicles,1 Peter,10,4563,0.21915406530791148
2 Chronicles,Esther,9,4563,0.19723865877712032
2 Chronicles,Lamentations,8,4563,0.17532325224632916
2 Chronicles,Malachi,7,4563,0.15340784571553803
2 Chronicles,Philippians,5,4563,0.10957703265395574
2 Chronicles,Galatians,5,4563,0.10957703265395574
2 Chronicles,2 Thessalonians,5,4563,0.10957703265395574
2 Chronicles,1 Thessalonians,5,4563,0.10957703265395574
2 Chronicles,2 Peter,5,4563,0.10957703265395574
2 Chronicles,Habakkuk,4,4563,0.08766162612316458
2 Chronicles,Jonah,4,4563,0.08766162612316458
2 Chronicles,Song Of Solomon,3,4563,0.06574621959237344
2 Chronicles,Ruth,3,4563,0.06574621959237344
2 Chronicles,Haggai,3,4563,0.06574621959237344
2 Chronicles,Colossians,2,4563,0.04383081306158229
2 Chronicles,Nahum,2,4563,0.04383081306158229
2 Chronicles,Obadiah,1,4563,0.021915406530791146
2 Chronicles,Zephaniah,1,4563,0.021915406530791146
2 Chronicles,Titus,1,4563,0.021915406530791146
2 Chronicles,Jude,1,4563,0.021915406530791146
2 Corinthians,1 Corinthians,317,2712,11.688790560471976
2 Corinthians,Romans,201,2712,7.411504424778761
2 Corinthians,Acts,141,2712,5.199115044247788
2 Corinthians,Philippians,108,2712,3.982300884955752
2 Corinthians,Galatians,106,2712,3.908554572271387
2 Corinthians,Ephesians,93,2712,3.4292035398230087
2 Corinthians,Isaiah,85,2712,3.1342182890855455
2 Corinthians,Psalms,76,2712,2.8023598820058995
2 Corinthians,John,76,2712,2.8023598820058995
2 Corinthians,Matthew,74,2712,2.728613569321534
2 Corinthians,Hebrews,65,2712,2.396755162241888
2 Corinthians,2 Timothy,56,2712,2.0648967551622417
2 Corinthians,1 Peter,54,2712,1.991150442477876
2 Corinthians,Colossians,53,2712,1.9542772861356934
2 Corinthians,1 Thessalonians,51,2712,1.8805309734513276
2 Corinthians,1 Timothy,45,2712,1.6592920353982303
2 Corinthians,Revelation,43,2712,1.5855457227138645
2 Corinthians,Luke,42,2712,1.5486725663716814
2 Corinthians,Proverbs,38,2712,1.4011799410029497
2 Corinthians,Jeremiah,37,2712,1.364306784660767
2 Corinthians,1 John,32,2712,1.1799410029498525
2 Corinthians,2 Thessalonians,27,2712,0.995575221238938
2 Corinthians,Deuteronomy,22,2712,0.8112094395280236
2 Corinthians,2 Peter,20,2712,0.7374631268436578
2 Corinthians,Exodus,20,2712,0.7374631268436578
2 Corinthians,Ezekiel,20,2712,0.7374631268436578
